"ENSEMBL","SYMBOL","log2FoldChange","padj","Direction","Is_DEG","Is_ChIPseq","Is_ncRNA_target","Is_GWAS_gene","Evidence_Count"
"ENSG00000150667","FSIP1",1.7412136149155,0.00550170365933153,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000140451","PIF1",1.73234807985032,6.90412754509046e-07,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000189190","ZNF600",-1.72711717177213,2.19106711695312e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000135916","ITM2C",1.72614533379112,1.78151844761141e-08,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000164687","FABP5",1.72544566379164,2.52501322432707e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000196345","ZKSCAN7",-1.71504736269669,7.20165496219207e-06,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000121316","PLBD1",1.71004571484511,0.00282248220856562,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000144354","CDCA7",1.70960485033773,0.000853181241890421,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000136231","IGF2BP3",1.7077419505142,0.00739353807210292,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000051180","RAD51",1.70019017568622,1.53959843684056e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000110944","IL23A",-1.68266860754209,0.0015683735852818,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000241127","YAE1",-1.68197514197467,4.85058749278732e-06,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000011590","ZBTB32",1.67232669181043,1.23390964446407e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000128383","APOBEC3A",1.67146629970962,0.0053159820850669,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000005189","REXO5",1.66303852500442,0.00811747799738821,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000163606","CD200R1",-1.66201642413169,0.000329445441746896,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000123473","STIL",1.66040194001689,4.15159529075118e-06,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000135960","EDAR",-1.65782682525854,2.88727148949101e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000204580","DDR1",-1.65518738628304,3.96756382877908e-05,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000100311","PDGFB",-1.65219751329897,0.00301121683922352,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000196329","GIMAP5",-1.64530628604455,9.23661415859834e-06,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000170989","S1PR1",-1.64005464269575,2.53338554443183e-10,"Downregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000228716","DHFR",1.63507353965598,5.160189197414e-05,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000291127","ANKRD36BP2",1.62603860494133,0.00994361169241575,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000117632","STMN1",1.62271148532574,0.000190858491257818,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
"ENSG00000163251","FZD5",1.62035969798025,0.00666750481607435,"Upregulated",TRUE,TRUE,FALSE,FALSE,2
