"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"ENSG00000000457",209.933708369013,-0.583454126372992,0.153936119102867,-3.79023538967551,0.000150504589652339,0.00301180277742913,"ENSG00000000457"
"ENSG00000117592",652.297565961607,0.481890187353676,0.126278630950042,3.8160865676816,0.000135584952886272,0.00275523042296705,"ENSG00000117592"
"ENSG00000121481",186.59642653484,-0.615899375731948,0.167351471896743,-3.68027462651754,0.000232982898966784,0.00423245167647703,"ENSG00000121481"
"ENSG00000143476",70.7874744035221,3.4974679544472,0.38381834409602,9.11230014991738,8.06535561242817e-20,1.78100974934886e-16,"ENSG00000143476"
"ENSG00000117650",20.0098682801518,3.78662733923113,0.593003257579558,6.38550849566474,1.70828858764013e-10,2.78283011399671e-08,"ENSG00000117650"
"ENSG00000143641",638.189267853756,0.745073479058199,0.219445338946668,3.39525771034615,0.000685640295869989,0.00948225173117153,"ENSG00000143641"
"ENSG00000133059",335.298510711236,-0.551519912525045,0.143880234898183,-3.83318746258185,0.000126493482800591,0.00259703664997824,"ENSG00000133059"
"ENSG00000185220",125.894870114389,-1.29250325255858,0.180800027852186,-7.14880007438532,8.75397142735207e-13,2.80607142172895e-10,"ENSG00000185220"
"ENSG00000118193",16.5764842282323,3.12885155976369,0.541176716522197,5.78157090695043,7.40062756460367e-09,7.62072913051468e-07,"ENSG00000118193"
"ENSG00000136636",134.715692780993,0.636196537360066,0.179049571089079,3.55318660352195,0.000380594386050071,0.00607057209338612,"ENSG00000136636"
"ENSG00000007968",154.03840023225,1.91098998303716,0.26687310201352,7.16066912933153,8.02842111472372e-13,2.61568592186917e-10,"ENSG00000007968"
"ENSG00000158714",74.9372800228242,-1.37787223343691,0.318596537296608,-4.32481860954482,1.52657421964153e-05,0.000477781669939461,"ENSG00000158714"
"ENSG00000256029",16.4256375998991,-1.68628307032127,0.428853408803112,-3.93207337450696,8.42163505003676e-05,0.00190845581510183,"ENSG00000256029"
"ENSG00000122188",265.420137778601,-0.800369580990479,0.21589993669103,-3.7071320782084,0.000209619632762456,0.00390073088157402,"ENSG00000122188"
"ENSG00000132763",286.555988577841,0.87101557002264,0.181216708052729,4.80648599890247,1.53606235035932e-06,7.40963668714591e-05,"ENSG00000132763"
"ENSG00000132680",124.076516593198,-0.58874188482818,0.154678910503317,-3.80621949632595,0.000141107162993107,0.00285867865170745,"ENSG00000132680"
"ENSG00000163479",1406.10800194648,0.381297768193472,0.105206147164809,3.62429172124472,0.000289754412025692,0.00496857565539137,"ENSG00000163479"
"ENSG00000135821",7233.41910300082,1.28259044221396,0.262062938585738,4.89420766299751,9.87025744391297e-07,5.1083723031335e-05,"ENSG00000135821"
"ENSG00000153207",431.640347568767,-0.5594051098828,0.141259946482777,-3.96011129701939,7.49148403680292e-05,0.00172921897499908,"ENSG00000153207"
"ENSG00000158710",6542.36975728283,0.455118045223427,0.0950456287577815,4.78841637613098,1.68102584880761e-06,8.01168050820201e-05,"ENSG00000158710"
"ENSG00000244038",2902.3857047519,0.508682096435478,0.142597701338819,3.56725313002645,0.000360742968904868,0.00580518685345372,"ENSG00000244038"
